"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","AT","Austria",152.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","BE","Belgium",225.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","BG","Bulgaria",77.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","CY","Cyprus",42.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","CZ","Czechia",410.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","DE","Germany",1913.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","DK","Denmark",222.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","EE","Estonia",61.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","EL","Greece",389.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","ES","Spain",869.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","HR","Croatia",88.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","HU","Hungary",471.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","IE","Ireland",233.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","IS","Iceland",19.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","IT","Italy",2060.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","LT","Lithuania",70.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","LU","Luxembourg",42.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","LV","Latvia",55.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","MT","Malta",21.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","NL","Netherlands",624.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","NO","Norway",64.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","PL","Poland",463.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","PT","Portugal",330.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","RO","Romania",113.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","SE","Sweden",463.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","SI","Slovenia",176.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2020","SK","Slovakia",99.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","AT","Austria",193.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","BE","Belgium",251.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","BG","Bulgaria",148.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","CY","Cyprus",84.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","CZ","Czechia",579.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","DE","Germany",2530.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","EE","Estonia",75.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","EL","Greece",812.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","ES","Spain",828.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","HR","Croatia",110.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","HU","Hungary",710.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","IE","Ireland",453.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","IS","Iceland",18.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","IT","Italy",2387.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","LT","Lithuania",110.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","LU","Luxembourg",58.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","LV","Latvia",98.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","MT","Malta",38.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","NL","Netherlands",649.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","NO","Norway",77.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","PL","Poland",848.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","PT","Portugal",339.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","RO","Romania",185.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","SE","Sweden",646.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","SI","Slovenia",214.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2021","SK","Slovakia",174.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","AT","Austria",207.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","BE","Belgium",218.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","BG","Bulgaria",145.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","CY","Cyprus",109.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","CZ","Czechia",380.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","DE","Germany",3505.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","DK","Denmark",6.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","EE","Estonia",79.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","EL","Greece",973.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","ES","Spain",936.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","HR","Croatia",130.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","HU","Hungary",531.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","IE","Ireland",444.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","IS","Iceland",33.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","IT","Italy",2608.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","LT","Lithuania",77.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","LU","Luxembourg",69.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","LV","Latvia",90.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","MT","Malta",32.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","NL","Netherlands",555.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","NO","Norway",73.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","PL","Poland",643.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","PT","Portugal",411.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","RO","Romania",174.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","SE","Sweden",621.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","SI","Slovenia",155.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2022","SK","Slovakia",126.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","AT","Austria",237.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","BE","Belgium",246.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","BG","Bulgaria",128.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","CY","Cyprus",107.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","CZ","Czechia",401.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","DE","Germany",3714.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","DK","Denmark",10.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","EE","Estonia",76.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","EL","Greece",929.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","ES","Spain",836.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","HR","Croatia",145.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","HU","Hungary",449.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","IE","Ireland",513.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","IS","Iceland",39.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","IT","Italy",2699.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","LT","Lithuania",71.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","LU","Luxembourg",60.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","LV","Latvia",45.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","MT","Malta",25.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","NL","Netherlands",507.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","NO","Norway",81.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","PL","Poland",655.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","PT","Portugal",410.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","RO","Romania",164.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","SE","Sweden",580.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","SI","Slovenia",168.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2023","SK","Slovakia",119.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","AT","Austria",211.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","BE","Belgium",329.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","BG","Bulgaria",131.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","CY","Cyprus",88.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","CZ","Czechia",405.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","DE","Germany",4412.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","DK","Denmark",8.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","EE","Estonia",68.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","EL","Greece",702.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","ES","Spain",992.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","HR","Croatia",136.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","HU","Hungary",458.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","IE","Ireland",389.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","IS","Iceland",28.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","IT","Italy",2458.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","LI","Liechtenstein",1.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","LT","Lithuania",101.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","LU","Luxembourg",58.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","LV","Latvia",87.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","MT","Malta",38.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","NL","Netherlands",453.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","NO","Norway",77.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","PL","Poland",795.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","PT","Portugal",490.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","RO","Romania",185.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","SE","Sweden",591.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","SI","Slovenia",146.000000000,""
"Antimicrobial resistance","Enterococcus faecium|High-level gentamicin","Total tested isolates","N","2024","SK","Slovakia",115.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2000","DE","Germany",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2000","EL","Greece",4.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2000","NL","Netherlands",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2000","NO","Norway",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","AT","Austria",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","BE","Belgium",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","BG","Bulgaria",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","CZ","Czechia",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","DE","Germany",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","EE","Estonia",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","EL","Greece",3.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","ES","Spain",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","FI","Finland",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","HR","Croatia",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","HU","Hungary",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","IT","Italy",3.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","LU","Luxembourg",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","MT","Malta",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","NL","Netherlands",2.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","NO","Norway",1.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","PL","Poland",1.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","PT","Portugal",1.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","SE","Sweden",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","SI","Slovenia",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2001","SK","Slovakia",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","AT","Austria",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","BE","Belgium",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","BG","Bulgaria",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","CZ","Czechia",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","DE","Germany",1.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","EE","Estonia",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","EL","Greece",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","ES","Spain",3.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","FI","Finland",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","FR","France",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","HR","Croatia",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","HU","Hungary",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","IE","Ireland",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","IT","Italy",3.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","LU","Luxembourg",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","MT","Malta",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","NL","Netherlands",1.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","NO","Norway",1.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","PL","Poland",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","PT","Portugal",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","RO","Romania",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","SE","Sweden",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","SI","Slovenia",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2002","SK","Slovakia",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","AT","Austria",1.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","BE","Belgium",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","BG","Bulgaria",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","CY","Cyprus",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","CZ","Czechia",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","DE","Germany",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","EE","Estonia",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","EL","Greece",3.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","ES","Spain",1.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","FI","Finland",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","FR","France",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","HR","Croatia",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","HU","Hungary",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","IE","Ireland",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","IT","Italy",5.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","LU","Luxembourg",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","MT","Malta",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","NL","Netherlands",5.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","NO","Norway",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","PL","Poland",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","PT","Portugal",3.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","RO","Romania",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","SE","Sweden",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","SI","Slovenia",1.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2003","SK","Slovakia",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2004","AT","Austria",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2004","BE","Belgium",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2004","BG","Bulgaria",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2004","CY","Cyprus",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2004","CZ","Czechia",0.000000000,""
"Antimicrobial resistance","Enterococcus faecium|Vancomycin","I - 'susceptible, increased exposure' isolates ","N","2004","DE","Germany",0.000000000,""
