Source: Annex C_E_coli_EUSR_AMR_2021-2022.pdf
Page: 11
"Table 8: Occurrence of resistance (%) to selected antimicrobials, using harmonised ECOFFs, complete susceptibility and multiresistance"

-- Table 1 (auto-detected) --
Country,N,"GEN
(%)","AMK
(%)","CHL
(%)","AMP
(%)","CTX
(%)","CAZ
(%)","MEM
(%)","TGC
(%)","NAL
(%)","CIP
(%)","AZM
(%)","COL
(%)","SMX
(%)","TMP
(%)","TET
(%)","CS
(%)","MDR
(%)",,"CIP+CTX,",,,"CIP+CTX,"
,,,,,,,,,,,,,,,,,,,,applying,,,applying
,,,,,,,,,,,,,,,,,,,,ECOFFs,,,CBPs
,,,,,,,,,,,,,,,,,,,,(%),,,(%)
Finland,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,0.0
Germany,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,33.3,0.0,0.0,,,0.0
Italy,21,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,4.8,4.8,0.0,0.0,0.0,0.0,4.8,90.5,0.0,0.0,,,0.0
Netherlands,79,1.3,0.0,3.8,5.1,1.3,1.3,0.0,1.3,1.3,1.3,1.3,0.0,7.6,3.8,11.4,84.8,5.1,1.3,,,1.3
Spain,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,0.0
Sweden,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,0.0
Total (6 MSs),110,0.9,0.0,2.7,4.5,0.9,0.9,0.0,0.9,1.8,1.8,0.9,0.0,5.5,2.7,10.9,85.5,3.6,0.9,,,0.9
Median (MS),–,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,95.2,0.0,0.0,,,0.0

-- Table 2 (auto-detected) --
GEN
(%)

-- Table 3 (auto-detected) --
AMK
(%)

-- Table 4 (auto-detected) --
CHL
(%)

-- Table 5 (auto-detected) --
AMP
(%)

-- Table 6 (auto-detected) --
CTX
(%)

-- Table 7 (auto-detected) --
CAZ
(%)

-- Table 8 (auto-detected) --
MEM
(%)

-- Table 9 (auto-detected) --
TGC
(%)

-- Table 10 (auto-detected) --
NAL
(%)

-- Table 11 (auto-detected) --
CIP
(%)

-- Table 12 (auto-detected) --
AZM
(%)

-- Table 13 (auto-detected) --
COL
(%)

-- Table 14 (auto-detected) --
SMX
(%)

-- Table 15 (auto-detected) --
TMP
(%)

-- Table 16 (auto-detected) --
TET
(%)

-- Table 17 (auto-detected) --
CS
(%)

-- Table 18 (auto-detected) --
MDR
(%)
