DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Females,Belgium,2019,73252,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Females,Belgium,2020,73174,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Females,Belgium,2021,74744,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Females,Belgium,2022,75515,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Females,Belgium,2023,78266,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Females,Belgium,2024,78672,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Females,Belgium,2025,80671,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2005,76560,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2006,75737,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2007,74366,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2008,72440,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2009,70671,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2010,68912,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2011,71803,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2012,72440,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2013,73700,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2014,75099,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2015,75504,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2016,75479,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2017,74261,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2018,73229,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2019,72996,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2020,73089,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2021,75014,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2022,75382,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2023,77983,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2024,78818,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Males,Belgium,2025,80589,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2005,151113,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2006,150467,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2007,147274,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2008,143014,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2009,139802,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2010,136663,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2011,141724,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2012,143881,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2013,146363,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2014,148370,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2015,151062,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2016,149976,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2017,148367,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2018,145865,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2019,146248,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2020,146263,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2021,149758,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2022,150897,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2023,156249,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2024,157490,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,34 years,Total,Belgium,2025,161260,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2005,74516,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2006,75067,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2007,75128,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2008,73664,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2009,71152,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2010,69859,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2011,68945,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2012,70404,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2013,71805,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2014,72906,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2015,73607,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2016,75925,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2017,74755,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2018,74414,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2019,73002,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2020,73823,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2021,73586,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2022,75269,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2023,76877,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2024,78976,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Females,Belgium,2025,79270,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2005,76273,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2006,77046,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2007,76337,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2008,74979,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2009,73036,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2010,71328,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2011,70813,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2012,72065,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2013,72821,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2014,73709,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2015,75321,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2016,76113,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2017,75499,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2018,74526,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2019,73509,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2020,73550,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2021,73388,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2022,75406,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2023,76392,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2024,78666,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Males,Belgium,2025,79366,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2005,150789,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2006,152113,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2007,151465,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2008,148643,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2009,144188,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2010,141187,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2011,139758,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2012,142469,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2013,144626,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2014,146615,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2015,148928,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2016,152038,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2017,150254,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2018,148940,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2019,146511,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2020,147373,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2021,146974,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2022,150675,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2023,153269,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2024,157642,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,35 years,Total,Belgium,2025,158636,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2005,74464,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2006,74927,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2007,75522,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2008,75665,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2009,74177,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2010,71748,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2011,70877,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2012,69403,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2013,70793,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2014,71974,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2015,73240,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2016,74021,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2017,76125,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2018,75060,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2019,74845,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2020,73562,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2021,74267,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2022,74086,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2023,76556,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2024,77559,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Females,Belgium,2025,79525,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2005,76220,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2006,76729,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2007,77618,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2008,76890,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2009,75581,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2010,73651,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2011,73090,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2012,71183,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2013,72385,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2014,72952,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2015,73930,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2016,75758,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2017,76034,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2018,75816,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2019,74900,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2020,73892,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2021,73937,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2022,73816,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2023,76470,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2024,77071,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Males,Belgium,2025,79154,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2005,150684,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2006,151656,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2007,153140,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2008,152555,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2009,149758,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2010,145399,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2011,143967,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2012,140586,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2013,143178,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2014,144926,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2015,147170,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2016,149779,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2017,152159,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2018,150876,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2019,149745,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2020,147454,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2021,148204,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2022,147902,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2023,153026,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2024,154630,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,36 years,Total,Belgium,2025,158679,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2005,74977,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2006,74845,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2007,75242,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2008,76019,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2009,76072,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2010,74745,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2011,72692,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2012,71202,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2013,69791,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2014,71032,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2015,72258,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2016,73630,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2017,74186,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2018,76384,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2019,75349,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2020,75314,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2021,73972,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2022,74581,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2023,75339,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2024,77201,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Females,Belgium,2025,78054,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2005,77637,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2006,76567,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2007,77090,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2008,78231,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2009,77379,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2010,76106,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2011,75228,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2012,73329,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2013,71401,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2014,72499,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2015,73187,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2016,74253,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2017,75765,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2018,76301,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2019,76082,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2020,75315,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2021,74187,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2022,74260,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2023,74758,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2024,77114,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Males,Belgium,2025,77494,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Total,Belgium,2005,152614,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Total,Belgium,2006,151412,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Total,Belgium,2007,152332,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Total,Belgium,2008,154250,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Total,Belgium,2009,153451,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Total,Belgium,2010,150851,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Total,Belgium,2011,147920,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Total,Belgium,2012,144531,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Total,Belgium,2013,141192,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Total,Belgium,2014,143531,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Total,Belgium,2015,145445,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Total,Belgium,2016,147883,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Total,Belgium,2017,149951,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Total,Belgium,2018,152685,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Total,Belgium,2019,151431,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Total,Belgium,2020,150629,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Total,Belgium,2021,148159,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Total,Belgium,2022,148841,,
ESTAT:DEMO_PJAN(1.0),30/05/26 11:00:00,Annual,Number,37 years,Total,Belgium,2023,150097,,
